"user_id","bysubj_day","time_window","CurAve_d","UCS","FSMean"
"an_va_2000_02_27_112_m",1,2,-0.297273078360394,0.267936209612015,0.808846149683405
"an_va_2000_02_27_112_m",1,3,-0.297273078360394,0.267936209612015,0.808846149683405
"an_va_2000_02_27_112_m",2,2,0.841427140804361,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",2,3,-0.297273078360394,0.515462493736918,0.808846149683405
"an_va_2000_02_27_112_m",2,4,-0.0125980235692057,1.50556763023653,0.808846149683405
"an_va_2000_02_27_112_m",2,5,-0.866623187942772,1.01051506198673,0.808846149683405
"an_va_2000_02_27_112_m",3,2,-0.0125980235692057,0.267936209612015,0.808846149683405
"an_va_2000_02_27_112_m",3,3,-0.581948133151583,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",3,4,-0.866623187942772,1.01051506198673,0.808846149683405
"an_va_2000_02_27_112_m",3,5,-0.297273078360394,0.515462493736918,0.808846149683405
"an_va_2000_02_27_112_m",4,2,-1.72064835231634,1.75309391436144,0.808846149683405
"an_va_2000_02_27_112_m",4,4,-0.297273078360394,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",4,5,-0.581948133151583,1.50556763023653,0.808846149683405
"an_va_2000_02_27_112_m",5,2,-0.866623187942772,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",5,4,-0.581948133151583,0.515462493736918,0.808846149683405
"an_va_2000_02_27_112_m",5,5,-0.581948133151583,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",6,1,-0.581948133151583,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",6,2,-0.0125980235692057,0.515462493736918,0.808846149683405
"an_va_2000_02_27_112_m",6,3,-1.15129824273396,1.50556763023653,0.808846149683405
"an_va_2000_02_27_112_m",6,4,-0.581948133151583,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",6,5,-1.15129824273396,1.01051506198673,0.808846149683405
"an_va_2000_02_27_112_m",7,2,-1.15129824273396,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",7,3,-0.866623187942772,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",7,4,-1.43597329752515,1.01051506198673,0.808846149683405
"an_va_2000_02_27_112_m",7,5,-0.581948133151583,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",8,1,-1.15129824273396,0.762988777861822,0.808846149683405
"an_va_2000_02_27_112_m",8,2,-1.15129824273396,1.01051506198673,0.808846149683405
"an_va_2000_02_27_112_m",8,3,-1.43597329752515,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",8,4,-0.297273078360394,1.25804134611163,0.808846149683405
"an_va_2000_02_27_112_m",8,5,-1.15129824273396,1.01051506198673,0.808846149683405
"fe_cr_2000_05_20_531_f",1,2,-0.297273078360394,-0.474642642762697,NA
"fe_cr_2000_05_20_531_f",1,3,-0.297273078360394,-0.474642642762697,NA
"fe_cr_2000_05_20_531_f",1,4,-0.0125980235692057,-0.227116358637793,NA
"fe_cr_2000_05_20_531_f",1,5,-0.866623187942772,1.25804134611163,NA
"fe_cr_2000_05_20_531_f",2,2,-0.297273078360394,-0.474642642762697,NA
"fe_cr_2000_05_20_531_f",2,3,-0.581948133151583,0.0204099254871108,NA
"fe_cr_2000_05_20_531_f",2,4,0.272077031221983,0.267936209612015,NA
"fe_cr_2000_05_20_531_f",2,5,-0.297273078360394,0.762988777861822,NA
"fe_cr_2000_05_20_531_f",3,1,-0.581948133151583,0.0204099254871108,NA
"fe_cr_2000_05_20_531_f",3,4,-0.581948133151583,0.0204099254871108,NA
"fe_cr_2000_05_20_531_f",3,5,-0.297273078360394,0.0204099254871108,NA
"fe_cr_2000_05_20_531_f",4,2,-0.297273078360394,0.267936209612015,NA
"fe_cr_2000_05_20_531_f",4,3,-0.297273078360394,0.762988777861822,NA
